name,system,score,NonSecreted.prob,T1SE.prob,T2SE.prob,T3SE.prob,T4SE.prob,T6SE.prob,length
lcl|NC_002516.2_prot_NP_253047.1_4358,III,0.8672,0.1089,0.0013,0.0014,0.8672,0.0092,0.0121,80
lcl|NC_002516.2_prot_YP_008719778.1_4361,III,0.9629,0.0238,0.0002,1e-04,0.9629,0.0116,0.0014,87
lcl|NC_002516.2_prot_NP_253074.1_4385,II,0.4054,0.2763,0.004,0.4054,0.037,0.0182,0.2591,228
lcl|NC_002516.2_prot_NP_253082.1_4393,III,0.5761,0.4057,0.0011,0.0012,0.5761,0.001,0.0149,127
lcl|NC_002516.2_prot_NP_253086.1_4397,III,0.6139,0.3734,0.0009,0.0026,0.6139,0.0066,0.0026,366
lcl|NC_002516.2_prot_NP_253158.1_4469,III,0.927,0.0321,0.0206,0.0076,0.927,0.0016,0.0112,203
lcl|NC_002516.2_prot_NP_253161.1_4472,III,0.563,0.2596,0.0003,0.0002,0.563,0.168,0.009,131
lcl|NC_002516.2_prot_NP_253177.1_4488,II,0.4981,0.2438,0.0088,0.4981,0.0549,0.0413,0.1531,263
lcl|NC_002516.2_prot_NP_253231.1_4541,II,0.564,0.2641,0.131,0.564,0.0127,0.0087,0.0194,1417
lcl|NC_002516.2_prot_NP_253244.1_4554,II,0.9437,0.0199,0.0192,0.9437,0.0013,0.0066,0.0093,1161
lcl|NC_002516.2_prot_NP_253263.1_4573,III,0.9784,0.0082,0.0008,1e-04,0.9784,0.0029,0.0096,101
lcl|NC_002516.2_prot_NP_253265.1_4575,III,0.7623,0.2,0.0007,1e-04,0.7623,0.0088,0.028,113
lcl|NC_002516.2_prot_NP_253280.1_4590,II,0.8279,0.094,0.0071,0.8279,0.0121,0.0557,0.0031,162
lcl|NC_002516.2_prot_NP_253293.1_4603,III,0.812,0.0443,0.0036,0.0003,0.812,0.1098,0.03,126
lcl|NC_002516.2_prot_NP_253303.1_4613,II,0.5596,0.379,0.0036,0.5596,0.0238,0.0193,0.0146,513
lcl|NC_002516.2_prot_YP_008719781.1_4640,VI,0.5161,0.3439,0.0267,0.0004,0.0659,0.047,0.5161,95
lcl|NC_002516.2_prot_NP_253337.1_4649,II,0.8009,0.045,0.0885,0.8009,0.0208,0.0061,0.0387,182
lcl|NC_002516.2_prot_NP_253338.1_4650,II,0.3608,0.2832,0.1298,0.3608,0.011,0.0445,0.1707,177
lcl|NC_002516.2_prot_NP_253339.1_4651,II,0.9092,0.0192,0.0178,0.9092,0.0409,0.0043,0.0085,180
lcl|NC_002516.2_prot_NP_253342.1_4654,II,0.8809,0.0181,0.0418,0.8809,0.0249,0.0051,0.0292,315
lcl|NC_002516.2_prot_NP_253368.1_4680,III,0.8144,0.0724,0.0009,0.0013,0.8144,0.0606,0.0504,233
lcl|NC_002516.2_prot_NP_253370.1_4682,II,0.8228,0.0053,0.1339,0.8228,0.0062,0.0009,0.0309,339
lcl|NC_002516.2_prot_NP_253371.1_4683,II,0.5615,0.1879,0.1381,0.5615,0.0038,0.0025,0.1062,348
lcl|NC_002516.2_prot_NP_253373.1_4685,III,0.8704,0.0755,0.0005,0.0005,0.8704,0.0386,0.0145,432
lcl|NC_002516.2_prot_NP_253374.1_4686,III,0.9791,0.0127,0.0004,0.0003,0.9791,0.0056,0.0021,231
lcl|NC_002516.2_prot_NP_253375.1_4687,III,0.4759,0.4759,0.0009,0.0024,0.4759,0.0317,0.0132,948
lcl|NC_002516.2_prot_NP_253390.1_4704,III,0.9657,0.0033,0.003,0.0002,0.9657,0.0252,0.0026,115
lcl|NC_002516.2_prot_NP_253392.1_4706,III,0.7195,0.0809,0.0004,0.0003,0.7195,0.1977,0.0012,265
lcl|NC_002516.2_prot_NP_253398.1_4712,II,0.4701,0.44,0.0131,0.4701,0.023,0.0416,0.0123,764
lcl|NC_002516.2_prot_NP_253426.1_4741,VI,0.3231,0.1491,0.1432,0.0049,0.0696,0.3102,0.3231,65
lcl|NC_002516.2_prot_NP_253463.1_4778,III,0.444,0.0638,0.0008,0.0002,0.444,0.2595,0.2316,286
lcl|NC_002516.2_prot_NP_253480.1_4795,II,0.4473,0.3647,0.0048,0.4473,0.0844,0.0743,0.0245,311
lcl|NC_002516.2_prot_NP_253488.1_4803,III,0.525,0.4338,0.0165,0.0047,0.525,0.0096,0.0105,266
lcl|NC_002516.2_prot_NP_253500.1_4816,II,0.8737,0.0303,0.0186,0.8737,0.0026,0.0199,0.055,309
lcl|NC_002516.2_prot_NP_253522.1_4838,III,0.6606,0.3296,0.0011,0.0027,0.6606,0.0024,0.0036,433
lcl|NC_002516.2_prot_NP_253523.1_4839,III,0.948,0.0474,1e-04,0.0002,0.948,0.0036,0.0007,263
lcl|NC_002516.2_prot_NP_253528.1_4844,III,0.8058,0.1841,0.0009,0.0013,0.8058,0.007,0.0009,178
lcl|NC_002516.2_prot_NP_253531.1_4847,III,0.526,0.4466,0.0012,0.0071,0.526,0.0167,0.0024,657
lcl|NC_002516.2_prot_NP_253556.1_4872,VI,0.4746,0.1037,0.279,0.01,0.0027,0.1301,0.4746,405
lcl|NC_002516.2_prot_NP_253558.1_4874,III,0.7289,0.2164,0.0006,0.0003,0.7289,0.0413,0.0125,204
lcl|NC_002516.2_prot_NP_253604.1_4919,III,0.7978,0.1862,0.0005,0.0005,0.7978,0.0107,0.0043,200
lcl|NC_002516.2_prot_NP_253608.1_4923,II,0.85,0.0765,0.0085,0.85,0.0385,0.0076,0.019,307
lcl|NC_002516.2_prot_NP_253609.1_4924,II,0.4733,0.2893,0.0084,0.4733,0.0078,0.0342,0.187,148
lcl|NC_002516.2_prot_NP_253642.1_4957,III,0.6157,0.3734,0.0003,0.0047,0.6157,0.0023,0.0036,503
lcl|NC_002516.2_prot_NP_253653.1_4968,VI,0.6519,0.0724,0.0095,0.2256,0.0108,0.0298,0.6519,337
lcl|NC_002516.2_prot_NP_253674.1_4989,III,0.6932,0.2919,0.0016,0.0016,0.6932,0.0093,0.0024,199
lcl|NC_002516.2_prot_NP_253680.1_4995,III,0.8001,0.1339,0.0033,0.0009,0.8001,0.0595,0.0023,306
lcl|NC_002516.2_prot_NP_253685.1_5000,III,0.6682,0.3176,0.0007,0.0019,0.6682,0.0083,0.0033,216
lcl|NC_002516.2_prot_NP_253693.1_5008,III,0.9688,0.0164,0.0014,0.003,0.9688,0.0031,0.0073,492
lcl|NC_002516.2_prot_NP_253694.1_5009,III,0.5958,0.324,0.0019,0.0046,0.5958,0.0605,0.0133,252
lcl|NC_002516.2_prot_NP_253704.1_5019,III,0.5088,0.462,0.0047,0.008,0.5088,0.0074,0.0092,899
lcl|NC_002516.2_prot_NP_253748.1_5063,III,0.3191,0.1766,0.1522,0.0097,0.3191,0.1535,0.1888,138
lcl|NC_002516.2_prot_NP_253760.1_5075,III,0.5126,0.4006,0.0006,0.0007,0.5126,0.0704,0.0151,153
lcl|NC_002516.2_prot_NP_253776.1_5090,VI,0.978,0.0135,0.0045,0.0013,0.0012,0.0016,0.978,745
lcl|NC_002516.2_prot_NP_253777.1_5091,VI,0.9973,0.0014,0.001,0.0,0.0003,0.0,0.9973,790
lcl|NC_002516.2_prot_NP_253791.1_5105,III,0.6905,0.2486,0.0042,0.0075,0.6905,0.0033,0.0459,196
lcl|NC_002516.2_prot_NP_253799.1_5113,II,0.7509,0.1698,0.0077,0.7509,0.0056,0.0613,0.0046,646
lcl|NC_002516.2_prot_NP_253831.1_5145,III,0.5933,0.3316,0.0017,0.0006,0.5933,0.0691,0.0038,132
lcl|NC_002516.2_prot_NP_253878.1_5193,II,0.5424,0.0905,0.0098,0.5424,0.0813,0.0176,0.2583,118
lcl|NC_002516.2_prot_NP_253907.1_5222,III,0.9231,0.0486,0.0004,0.0003,0.9231,0.0262,0.0015,273
lcl|NC_002516.2_prot_YP_008719785.1_5255,III,0.6424,0.295,1e-04,0.0002,0.6424,0.053,0.0093,150
lcl|NC_002516.2_prot_NP_253940.1_5256,III,0.6559,0.1634,0.0354,0.0085,0.6559,0.0993,0.0374,352
lcl|NC_002516.2_prot_NP_253952.1_5268,VI,0.9993,0.0,1e-04,0.0,0.0005,1e-04,0.9993,1089
lcl|NC_002516.2_prot_NP_253953.1_5269,VI,0.9963,0.0025,0.001,1e-04,0.0002,0.0,0.9963,691
lcl|NC_002516.2_prot_NP_253954.1_5270,VI,0.9992,0.0002,0.0002,1e-04,0.0003,0.0,0.9992,172
lcl|NC_002516.2_prot_NP_253979.1_5295,II,0.5159,0.4206,0.0028,0.5159,0.0041,0.0479,0.0088,349
lcl|NC_002516.2_prot_NP_253982.1_5298,III,0.7325,0.2437,0.0027,0.0018,0.7325,0.0075,0.0119,558
lcl|NC_002516.2_prot_NP_254068.1_5384,III,0.9772,0.0091,1e-04,0.0,0.9772,0.0116,0.002,125
lcl|NC_002516.2_prot_NP_254071.1_5387,III,0.6034,0.3813,0.0019,0.002,0.6034,0.0043,0.0071,331
lcl|NC_002516.2_prot_NP_254093.1_5409,III,0.5912,0.3862,1e-04,0.0004,0.5912,0.0217,0.0004,110
lcl|NC_002516.2_prot_NP_254094.1_5410,III,0.9606,0.0298,0.0005,0.0003,0.9606,0.0067,0.002,96
lcl|NC_002516.2_prot_NP_254095.1_5411,III,0.7389,0.1831,0.0007,0.0005,0.7389,0.0442,0.0326,58
lcl|NC_002516.2_prot_YP_008719786.1_5441,III,0.4378,0.4063,0.0008,1e-04,0.4378,0.147,0.008,71
lcl|NC_002516.2_prot_NP_254133.1_5450,III,0.5745,0.1954,0.0033,0.0014,0.5745,0.2199,0.0055,67
lcl|NC_002516.2_prot_NP_254147.1_5464,III,0.8809,0.0075,0.0007,0.0003,0.8809,0.1096,0.001,70
lcl|NC_002516.2_prot_NP_254212.1_5528,III,0.4525,0.3742,0.0006,0.0008,0.4525,0.169,0.0028,246
lcl|NC_002516.2_prot_NP_254214.1_5530,III,0.5812,0.1843,0.0047,0.0011,0.5812,0.1886,0.0401,133
lcl|NC_002516.2_prot_NP_254221.1_5536,III,0.8339,0.1237,0.0028,0.0068,0.8339,0.0205,0.0123,213
